iid,pid,wave,gender,age,age_o,race,race_o,same_race,imp_same_race,imp_same_rel,field,goal,go_date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,int_corr,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,pf_att,pf_sin,pf_int,pf_fun,pf_amb,pf_sha,attr,sinc,fun,int,amb,exp_happy,like,dec,match
231,197,9,Male,30,24,Latino/Hispanic American,Other,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.43,14,18,20,18,16,14,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,8,1,1
231,198,9,Male,30,23,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.04,15.38,19.23,17.31,19.23,9.62,19.23,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,3,0,0
231,199,9,Male,30,30,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.39,17.5,17.5,20,12.5,20,12.5,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,7,1,0
231,200,9,Male,30,25,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.82,13.21,18.87,18.87,16.98,16.98,15.09,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,8,1,0
231,201,9,Male,30,25,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,-0.34,15.38,17.31,17.31,17.31,17.31,15.38,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,202,9,Male,30,22,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.24,15.38,19.23,19.23,19.23,15.38,11.54,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,203,9,Male,30,22,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.07,16,20,18,20,18,8,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,7,1,0
231,204,9,Male,30,26,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.24,19.61,15.69,17.65,15.69,17.65,13.73,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,205,9,Male,30,23,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.71,15.38,17.31,19.23,19.23,11.54,17.31,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,6,1,0
231,206,9,Male,30,31,Latino/Hispanic American,Black/African American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.71,14.58,16.67,20.83,18.75,16.67,12.5,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,7,0,0
231,207,9,Male,30,23,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,-0.31,17.31,13.46,17.31,19.23,19.23,13.46,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,208,9,Male,30,25,Latino/Hispanic American,Black/African American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.62,11.54,13.46,19.23,19.23,19.23,17.31,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,8,1,1
231,209,9,Male,30,28,Latino/Hispanic American,Black/African American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.45,13.04,21.74,17.39,17.39,15.22,15.22,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,210,9,Male,30,29,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.54,20,15.56,20,15.56,11.11,17.78,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,0,0
231,211,9,Male,30,28,Latino/Hispanic American,European/Caucasian-American,0,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,-0.2,16.36,16.36,18.18,18.18,16.36,14.55,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,6,0,0
231,212,9,Male,30,27,Latino/Hispanic American,Latino/Hispanic American,1,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.35,14.29,18.37,18.37,16.33,18.37,14.29,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,5,1,1
231,213,9,Male,30,25,Latino/Hispanic American,Latino/Hispanic American,1,1,1,International Affairs,Seemed like a fun night out,Several times a year,Once a week,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.4,15.52,17.24,17.24,17.24,17.24,15.52,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5,6,0,0
232,194,9,Male,31,24,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,-0.44,16,16,20,16,18,14,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,5,0,0
232,195,9,Male,31,27,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.29,15.38,19.23,19.23,19.23,13.46,13.46,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,7,1,0
232,196,9,Male,31,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.32,17.65,17.65,17.65,15.69,15.69,15.69,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,4,0,0
232,197,9,Male,31,24,European/Caucasian-American,Other,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.13,14,18,20,18,16,14,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,9,1,1
232,198,9,Male,31,23,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.03,15.38,19.23,17.31,19.23,9.62,19.23,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,3,0,0
232,199,9,Male,31,30,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.37,17.5,17.5,20,12.5,20,12.5,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,200,9,Male,31,25,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.72,13.21,18.87,18.87,16.98,16.98,15.09,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,9,1,0
232,201,9,Male,31,25,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,-0.18,15.38,17.31,17.31,17.31,17.31,15.38,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,0,0
232,202,9,Male,31,22,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.2,15.38,19.23,19.23,19.23,15.38,11.54,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,5,1,0
232,203,9,Male,31,22,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,-0.01,16,20,18,20,18,8,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,204,9,Male,31,26,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.23,19.61,15.69,17.65,15.69,17.65,13.73,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,205,9,Male,31,23,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.68,15.38,17.31,19.23,19.23,11.54,17.31,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,8,1,0
232,206,9,Male,31,31,European/Caucasian-American,Black/African American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.46,14.58,16.67,20.83,18.75,16.67,12.5,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,0,0
232,207,9,Male,31,23,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,-0.33,17.31,13.46,17.31,19.23,19.23,13.46,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,7,1,0
232,208,9,Male,31,25,European/Caucasian-American,Black/African American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.53,11.54,13.46,19.23,19.23,19.23,17.31,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,209,9,Male,31,28,European/Caucasian-American,Black/African American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.32,13.04,21.74,17.39,17.39,15.22,15.22,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,0,0
232,210,9,Male,31,29,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.57,20,15.56,20,15.56,11.11,17.78,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,211,9,Male,31,28,European/Caucasian-American,European/Caucasian-American,1,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,-0.28,16.36,16.36,18.18,18.18,16.36,14.55,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,6,1,0
232,212,9,Male,31,27,European/Caucasian-American,Latino/Hispanic American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.38,14.29,18.37,18.37,16.33,18.37,14.29,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,8,1,0
232,213,9,Male,31,25,European/Caucasian-American,Latino/Hispanic American,0,4,7,International Affairs,To meet new people,Once a month,Twice a month,5,5,9,8,7,8,9,3,8,7,4,6,8,7,7,3,5,0.14,15.52,17.24,17.24,17.24,17.24,15.52,17.78,17.78,17.78,17.78,13.33,15.56,8,8,8,8,6,4,8,1,0
233,194,9,Male,29,24,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.17,16,16,20,16,18,14,14,20,18,16,14,18,7,8,8,7,8,7,6,1,0
233,195,9,Male,29,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.5,15.38,19.23,19.23,19.23,13.46,13.46,14,20,18,16,14,18,7,8,8,7,8,7,6,1,1
233,196,9,Male,29,25,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.07,17.65,17.65,17.65,15.69,15.69,15.69,14,20,18,16,14,18,7,8,8,7,8,7,6,1,0
233,197,9,Male,29,24,Asian/Pacific Islander/Asian-American,Other,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.18,14,18,20,18,16,14,14,20,18,16,14,18,7,8,8,7,8,7,6,1,0
233,198,9,Male,29,23,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.44,15.38,19.23,17.31,19.23,9.62,19.23,14,20,18,16,14,18,7,8,8,7,8,7,7,0,0
233,199,9,Male,29,30,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.23,17.5,17.5,20,12.5,20,12.5,14,20,18,16,14,18,7,8,8,7,8,7,7,1,0
233,200,9,Male,29,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.08,13.21,18.87,18.87,16.98,16.98,15.09,14,20,18,16,14,18,7,8,8,7,8,7,7,1,0
233,201,9,Male,29,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.28,15.38,17.31,17.31,17.31,17.31,15.38,14,20,18,16,14,18,7,8,8,7,8,7,7,1,0
233,202,9,Male,29,22,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.09,15.38,19.23,19.23,19.23,15.38,11.54,14,20,18,16,14,18,7,8,8,7,8,7,8,1,1
233,203,9,Male,29,22,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.02,16,20,18,20,18,8,14,20,18,16,14,18,7,8,8,7,8,7,9,1,0
233,204,9,Male,29,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.17,19.61,15.69,17.65,15.69,17.65,13.73,14,20,18,16,14,18,7,8,8,7,8,7,7,1,0
233,205,9,Male,29,23,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.19,15.38,17.31,19.23,19.23,11.54,17.31,14,20,18,16,14,18,7,8,8,7,8,7,8,1,0
233,206,9,Male,29,31,Asian/Pacific Islander/Asian-American,Black/African American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.21,14.58,16.67,20.83,18.75,16.67,12.5,14,20,18,16,14,18,7,8,8,7,8,7,7,1,1
233,207,9,Male,29,23,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.5,17.31,13.46,17.31,19.23,19.23,13.46,14,20,18,16,14,18,7,8,8,7,8,7,8,1,0
233,208,9,Male,29,25,Asian/Pacific Islander/Asian-American,Black/African American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.03,11.54,13.46,19.23,19.23,19.23,17.31,14,20,18,16,14,18,7,8,8,7,8,7,6,1,1
233,209,9,Male,29,28,Asian/Pacific Islander/Asian-American,Black/African American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.4,13.04,21.74,17.39,17.39,15.22,15.22,14,20,18,16,14,18,7,8,8,7,8,7,7,0,0
233,210,9,Male,29,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.22,20,15.56,20,15.56,11.11,17.78,14,20,18,16,14,18,7,8,8,7,8,7,9,1,0
233,211,9,Male,29,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.19,16.36,16.36,18.18,18.18,16.36,14.55,14,20,18,16,14,18,7,8,8,7,8,7,6,1,0
233,212,9,Male,29,27,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,-0.3,14.29,18.37,18.37,16.33,18.37,14.29,14,20,18,16,14,18,7,8,8,7,8,7,7,1,1
233,213,9,Male,29,25,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,1,1,Master Of International Affairs,Seemed like a fun night out,Once a week,Twice a week,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,0.19,15.52,17.24,17.24,17.24,17.24,15.52,14,20,18,16,14,18,7,8,8,7,8,7,7,1,0
234,243,10,Female,22,27,Other,European/Caucasian-American,0,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.43,20,20,20,25,5,10,20,20,20,10,10,20,7,7,8,8,10,5,5,0,0
234,244,10,Female,22,28,Other,European/Caucasian-American,0,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.46,20,20,20,10,10,20,20,20,20,10,10,20,7,7,8,8,10,5,7,1,0
234,245,10,Female,22,32,Other,European/Caucasian-American,0,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.05,18,10,30,10,10,22,20,20,20,10,10,20,7,7,8,8,10,5,6,0,0
234,246,10,Female,22,25,Other,European/Caucasian-American,0,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.44,35,20,10,20,10,5,20,20,20,10,10,20,7,7,8,8,10,5,4,0,0
234,247,10,Female,22,25,Other,Asian/Pacific Islander/Asian-American,0,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,-0.2,20,30,10,15,0,25,20,20,20,10,10,20,7,7,8,8,10,5,,0,0
234,248,10,Female,22,27,Other,Other,1,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.23,25,15,20,20,15,5,20,20,20,10,10,20,7,7,8,8,10,5,6,0,0
234,249,10,Female,22,33,Other,Other,1,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.3,22,22,15,15,5,21,20,20,20,10,10,20,7,7,8,8,10,5,7,0,0
234,250,10,Female,22,25,Other,Other,1,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,0.66,20,20,20,20,10,10,20,20,20,10,10,20,7,7,8,8,10,5,5,1,0
234,251,10,Female,22,33,Other,Other,1,1,5,Sociology And Education,To get a date,Almost never,Once a week,5,3,10,10,9,5,2,1,4,9,5,6,5,5,9,7,4,-0.12,19,19,19,19,19,5,20,20,20,10,10,20,7,7,8,8,10,5,6,1,0
235,243,10,Female,23,27,European/Caucasian-American,European/Caucasian-American,1,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.33,20,20,20,25,5,10,15,15,20,20,20,10,6,9,9,8,9,5,5,1,1
235,244,10,Female,23,28,European/Caucasian-American,European/Caucasian-American,1,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.01,20,20,20,10,10,20,15,15,20,20,20,10,6,9,9,8,9,5,6,0,0
235,245,10,Female,23,32,European/Caucasian-American,European/Caucasian-American,1,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.43,18,10,30,10,10,22,15,15,20,20,20,10,6,9,9,8,9,5,3,0,0
235,246,10,Female,23,25,European/Caucasian-American,European/Caucasian-American,1,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.44,35,20,10,20,10,5,15,15,20,20,20,10,6,9,9,8,9,5,3,0,0
235,247,10,Female,23,25,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,-0.63,20,30,10,15,0,25,15,15,20,20,20,10,6,9,9,8,9,5,4,0,0
235,248,10,Female,23,27,European/Caucasian-American,Other,0,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.04,25,15,20,20,15,5,15,15,20,20,20,10,6,9,9,8,9,5,7,1,1
235,249,10,Female,23,33,European/Caucasian-American,Other,0,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.31,22,22,15,15,5,21,15,15,20,20,20,10,6,9,9,8,9,5,2,0,0
235,250,10,Female,23,25,European/Caucasian-American,Other,0,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.65,20,20,20,20,10,10,15,15,20,20,20,10,6,9,9,8,9,5,5,0,0
235,251,10,Female,23,33,European/Caucasian-American,Other,0,3,1,Elementary Education,Seemed like a fun night out,Twice a month,Once a week,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.11,19,19,19,19,19,5,15,15,20,20,20,10,6,9,9,8,9,5,5,0,0
236,243,10,Female,24,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.06,20,20,20,25,5,10,15,20,15,20,15,15,7,9,10,8,8,7,7,1,0
236,244,10,Female,24,28,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.07,20,20,20,10,10,20,15,20,15,20,15,15,7,9,10,8,8,7,8,1,0
236,245,10,Female,24,32,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.19,18,10,30,10,10,22,15,20,15,20,15,15,7,9,10,8,8,7,7,0,0
236,246,10,Female,24,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.26,35,20,10,20,10,5,15,20,15,20,15,15,7,9,10,8,8,7,6,0,0
236,247,10,Female,24,25,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,-0.14,20,30,10,15,0,25,15,20,15,20,15,15,7,9,10,8,8,7,6,0,0
236,248,10,Female,24,27,Asian/Pacific Islander/Asian-American,Other,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,-0.03,25,15,20,20,15,5,15,20,15,20,15,15,7,9,10,8,8,7,7,1,0
236,249,10,Female,24,33,Asian/Pacific Islander/Asian-American,Other,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.47,22,22,15,15,5,21,15,20,15,20,15,15,7,9,10,8,8,7,5,0,0
236,250,10,Female,24,25,Asian/Pacific Islander/Asian-American,Other,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.39,20,20,20,20,10,10,15,20,15,20,15,15,7,9,10,8,8,7,7,1,0
236,251,10,Female,24,33,Asian/Pacific Islander/Asian-American,Other,0,3,3,Biology,To meet new people,Almost never,Several times a week,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.39,19,19,19,19,19,5,15,20,15,20,15,15,7,9,10,8,8,7,7,0,0
237,243,10,Female,34,27,European/Caucasian-American,European/Caucasian-American,1,10,1,American Studies,To get a date,Almost never,Twice a month,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.38,20,20,20,25,5,10,10,20,20,20,20,10,8,10,7,8,8,4,2,0,0
237,244,10,Female,34,28,European/Caucasian-American,European/Caucasian-American,1,10,1,American Studies,To get a date,Almost never,Twice a month,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.73,20,20,20,10,10,20,10,20,20,20,20,10,8,10,7,8,8,4,6,1,0
